Application ID,Name,Email,Cohort,Submission Date
APP8841,User708,User708@example.com,AI Bootcamp,2024-11-07
APP9924,User108,User108@example.com,Data Science 101,2024-11-17
APP1589,User914,User914@example.com,Python Basics,2024-11-01
APP1146,User147,User147@example.com,Python Basics,2024-11-22
APP8608,User212,User212@example.com,Data Science 101,2024-11-24
APP6151,User181,User181@example.com,Python Basics,2024-11-19
APP3758,User947,User947@example.com,Data Science 101,2024-11-04
APP4829,User115,User115@example.com,Data Science 101,2024-11-19
APP5536,User340,User340@example.com,Data Science 101,2024-11-13
APP1682,User592,User592@example.com,AI Bootcamp,2024-11-23
APP6490,User551,User551@example.com,Data Science 101,2024-11-14
APP8458,User736,User736@example.com,Python Basics,2024-11-18
APP5194,User434,User434@example.com,Data Science 101,2024-11-23
APP5981,User483,User483@example.com,Data Science 101,2024-11-15
APP6831,User402,User402@example.com,Data Science 101,2024-11-02
APP7329,User797,User797@example.com,AI Bootcamp,2024-11-01
APP3654,User337,User337@example.com,Python Basics,2024-10-30
APP5150,User641,User641@example.com,Python Basics,2024-10-27
APP9402,User356,User356@example.com,AI Bootcamp,2024-11-19
APP1883,User417,User417@example.com,Python Basics,2024-11-17
APP7481,User609,User609@example.com,Data Science 101,2024-11-09
APP2690,User913,User913@example.com,Python Basics,2024-10-26
APP7190,User860,User860@example.com,Data Science 101,2024-11-16
APP1980,User638,User638@example.com,Python Basics,2024-10-27
APP7642,User625,User625@example.com,Data Science 101,2024-10-28
APP8852,User674,User674@example.com,Python Basics,2024-11-22
APP6810,User958,User958@example.com,Data Science 101,2024-10-29
APP2814,User397,User397@example.com,Data Science 101,2024-11-10
APP1621,User945,User945@example.com,Python Basics,2024-11-07
APP2142,User582,User582@example.com,Data Science 101,2024-10-29
APP5007,User577,User577@example.com,Python Basics,2024-11-19
APP7133,User663,User663@example.com,Data Science 101,2024-11-01
APP1197,User739,User739@example.com,Python Basics,2024-11-19
APP9359,User840,User840@example.com,Python Basics,2024-11-12
APP5933,User884,User884@example.com,AI Bootcamp,2024-11-03
APP2865,User984,User984@example.com,AI Bootcamp,2024-11-23
APP1909,User995,User995@example.com,AI Bootcamp,2024-10-29
APP1550,User767,User767@example.com,AI Bootcamp,2024-11-22
APP1133,User672,User672@example.com,AI Bootcamp,2024-11-24
APP9430,User656,User656@example.com,Python Basics,2024-11-13
APP1343,User560,User560@example.com,AI Bootcamp,2024-11-18
APP8540,User777,User777@example.com,Python Basics,2024-11-13
APP4605,User592,User592@example.com,AI Bootcamp,2024-11-24
APP7599,User683,User683@example.com,AI Bootcamp,2024-11-19
APP4385,User591,User591@example.com,AI Bootcamp,2024-11-14
APP5936,User478,User478@example.com,AI Bootcamp,2024-11-13
APP8141,User492,User492@example.com,Python Basics,2024-11-09
APP3212,User879,User879@example.com,Python Basics,2024-11-08
APP4311,User856,User856@example.com,Data Science 101,2024-11-11
APP3653,User327,User327@example.com,Python Basics,2024-11-15
APP6977,User576,User576@example.com,Python Basics,2024-10-29
APP9793,User901,User901@example.com,Python Basics,2024-11-15
APP3059,User159,User159@example.com,Data Science 101,2024-10-26
APP1716,User349,User349@example.com,Data Science 101,2024-11-18
APP2697,User310,User310@example.com,AI Bootcamp,2024-11-07
APP6993,User586,User586@example.com,Python Basics,2024-11-20
APP9015,User824,User824@example.com,AI Bootcamp,2024-11-01
APP6920,User488,User488@example.com,Python Basics,2024-11-22
APP3248,User512,User512@example.com,Python Basics,2024-11-04
APP2875,User873,User873@example.com,AI Bootcamp,2024-11-16
APP4006,User684,User684@example.com,Data Science 101,2024-11-07
APP7137,User508,User508@example.com,Data Science 101,2024-11-11
APP6219,User177,User177@example.com,Data Science 101,2024-11-01
APP5062,User611,User611@example.com,Python Basics,2024-10-28
APP5096,User614,User614@example.com,Python Basics,2024-11-19
APP6975,User588,User588@example.com,Data Science 101,2024-11-13
APP3429,User134,User134@example.com,Python Basics,2024-10-31
APP4581,User536,User536@example.com,AI Bootcamp,2024-11-09
APP5067,User114,User114@example.com,Python Basics,2024-11-12
APP9146,User706,User706@example.com,Data Science 101,2024-11-09
APP4041,User926,User926@example.com,AI Bootcamp,2024-11-16
APP6286,User377,User377@example.com,AI Bootcamp,2024-11-04
APP2687,User106,User106@example.com,AI Bootcamp,2024-11-24
APP1065,User424,User424@example.com,Python Basics,2024-11-01
APP2542,User811,User811@example.com,Python Basics,2024-10-26
APP7398,User876,User876@example.com,Data Science 101,2024-11-06
APP4426,User544,User544@example.com,Data Science 101,2024-11-15
APP4581,User768,User768@example.com,Data Science 101,2024-11-04
APP5680,User905,User905@example.com,Python Basics,2024-10-31
APP1831,User977,User977@example.com,AI Bootcamp,2024-10-26
APP5215,User643,User643@example.com,AI Bootcamp,2024-11-18
APP7731,User475,User475@example.com,Data Science 101,2024-11-04
APP9642,User605,User605@example.com,Data Science 101,2024-11-05
APP4522,User171,User171@example.com,Data Science 101,2024-11-06
APP5072,User354,User354@example.com,AI Bootcamp,2024-11-07
APP7421,User888,User888@example.com,Python Basics,2024-11-02
APP5485,User965,User965@example.com,AI Bootcamp,2024-11-21
APP9450,User746,User746@example.com,Python Basics,2024-11-15
APP5158,User385,User385@example.com,AI Bootcamp,2024-10-26
APP4095,User448,User448@example.com,AI Bootcamp,2024-11-05
APP8014,User778,User778@example.com,Data Science 101,2024-11-20
APP8301,User277,User277@example.com,Data Science 101,2024-11-04
APP1213,User614,User614@example.com,AI Bootcamp,2024-10-31
APP3194,User768,User768@example.com,Python Basics,2024-11-06
APP9574,User659,User659@example.com,Data Science 101,2024-11-18
APP2549,User604,User604@example.com,AI Bootcamp,2024-11-08
APP1021,User735,User735@example.com,AI Bootcamp,2024-11-22
APP2828,User676,User676@example.com,Python Basics,2024-10-30
APP1971,User366,User366@example.com,AI Bootcamp,2024-11-23
APP2200,User971,User971@example.com,AI Bootcamp,2024-10-30
APP9373,User523,User523@example.com,Python Basics,2024-10-30
APP8010,User186,User186@example.com,Python Basics,2024-11-20
APP8090,User255,User255@example.com,AI Bootcamp,2024-11-12
APP3034,User445,User445@example.com,Data Science 101,2024-11-05
APP7502,User794,User794@example.com,Python Basics,2024-10-26
APP9798,User996,User996@example.com,Data Science 101,2024-11-21
APP5554,User720,User720@example.com,AI Bootcamp,2024-11-07
APP6376,User558,User558@example.com,Python Basics,2024-10-27
APP8106,User696,User696@example.com,Python Basics,2024-11-14
APP9789,User381,User381@example.com,Python Basics,2024-11-15
APP1539,User284,User284@example.com,Data Science 101,2024-10-27
APP1552,User472,User472@example.com,Python Basics,2024-11-16
APP4716,User436,User436@example.com,Data Science 101,2024-11-12
APP6755,User463,User463@example.com,Data Science 101,2024-11-18
APP4281,User423,User423@example.com,Python Basics,2024-11-16
APP9299,User750,User750@example.com,AI Bootcamp,2024-10-31
APP7427,User909,User909@example.com,Python Basics,2024-11-02
APP4878,User220,User220@example.com,Python Basics,2024-10-31
APP9491,User779,User779@example.com,Data Science 101,2024-11-15
APP7138,User701,User701@example.com,AI Bootcamp,2024-11-02
APP7181,User451,User451@example.com,Python Basics,2024-11-15
APP5681,User478,User478@example.com,Python Basics,2024-11-23
APP3032,User836,User836@example.com,AI Bootcamp,2024-11-02
APP4474,User527,User527@example.com,Python Basics,2024-11-15
APP2118,User145,User145@example.com,Python Basics,2024-11-01
APP3501,User546,User546@example.com,Python Basics,2024-11-09
APP6257,User518,User518@example.com,AI Bootcamp,2024-11-21
APP5048,User924,User924@example.com,Python Basics,2024-11-02
APP1821,User660,User660@example.com,Data Science 101,2024-11-05
APP4070,User512,User512@example.com,AI Bootcamp,2024-11-14
APP9809,User923,User923@example.com,AI Bootcamp,2024-11-20
APP5377,User809,User809@example.com,AI Bootcamp,2024-11-13
APP1078,User288,User288@example.com,AI Bootcamp,2024-11-09
APP2383,User637,User637@example.com,Python Basics,2024-11-09
APP1433,User580,User580@example.com,Data Science 101,2024-11-22
APP8043,User640,User640@example.com,Python Basics,2024-11-10
APP8022,User762,User762@example.com,AI Bootcamp,2024-11-11
APP8960,User535,User535@example.com,Python Basics,2024-11-23
APP2213,User893,User893@example.com,Python Basics,2024-11-12
APP7010,User411,User411@example.com,AI Bootcamp,2024-11-07
APP1690,User902,User902@example.com,AI Bootcamp,2024-11-21
APP5405,User898,User898@example.com,AI Bootcamp,2024-11-20
APP6137,User196,User196@example.com,Python Basics,2024-11-03
APP1027,User528,User528@example.com,Data Science 101,2024-11-12
APP8079,User354,User354@example.com,Python Basics,2024-11-13
APP4219,User919,User919@example.com,Data Science 101,2024-11-05
APP4618,User121,User121@example.com,Data Science 101,2024-11-21
APP4826,User165,User165@example.com,Data Science 101,2024-11-18
APP1564,User995,User995@example.com,AI Bootcamp,2024-11-14
APP1433,User230,User230@example.com,AI Bootcamp,2024-11-04
APP6242,User899,User899@example.com,Data Science 101,2024-11-22
APP6308,User778,User778@example.com,Python Basics,2024-11-22
APP4811,User250,User250@example.com,AI Bootcamp,2024-11-11
APP6345,User512,User512@example.com,Python Basics,2024-11-14
APP2857,User127,User127@example.com,AI Bootcamp,2024-11-03
APP5533,User478,User478@example.com,AI Bootcamp,2024-11-08
APP1587,User785,User785@example.com,AI Bootcamp,2024-11-20
APP9046,User338,User338@example.com,Python Basics,2024-11-14
APP6712,User878,User878@example.com,Python Basics,2024-10-30
APP1519,User123,User123@example.com,AI Bootcamp,2024-11-01
APP9226,User422,User422@example.com,Python Basics,2024-11-20
APP9810,User563,User563@example.com,AI Bootcamp,2024-11-21
APP6258,User312,User312@example.com,Python Basics,2024-11-19
APP1954,User205,User205@example.com,Python Basics,2024-11-16
APP6692,User133,User133@example.com,Python Basics,2024-11-16
APP5560,User373,User373@example.com,Data Science 101,2024-10-28
APP1631,User201,User201@example.com,Data Science 101,2024-11-04
APP1418,User391,User391@example.com,Python Basics,2024-11-14
APP7355,User339,User339@example.com,Python Basics,2024-11-12
APP6501,User638,User638@example.com,Data Science 101,2024-11-20
APP6342,User590,User590@example.com,Data Science 101,2024-11-15
APP8384,User414,User414@example.com,Data Science 101,2024-11-08
APP3272,User159,User159@example.com,Data Science 101,2024-11-06
APP2484,User675,User675@example.com,AI Bootcamp,2024-10-28
APP2131,User525,User525@example.com,AI Bootcamp,2024-10-26
APP4361,User985,User985@example.com,Python Basics,2024-11-11
APP5392,User720,User720@example.com,Data Science 101,2024-11-03
APP7933,User943,User943@example.com,Data Science 101,2024-11-03
APP4408,User135,User135@example.com,AI Bootcamp,2024-11-10
APP9176,User310,User310@example.com,Data Science 101,2024-11-20
APP2644,User234,User234@example.com,Python Basics,2024-11-22
APP8160,User610,User610@example.com,Data Science 101,2024-11-01
APP8706,User843,User843@example.com,Data Science 101,2024-11-21
APP5822,User281,User281@example.com,AI Bootcamp,2024-11-03
APP8960,User316,User316@example.com,Python Basics,2024-11-22
APP7682,User791,User791@example.com,Python Basics,2024-11-06
APP4652,User751,User751@example.com,AI Bootcamp,2024-10-27
APP3144,User867,User867@example.com,AI Bootcamp,2024-11-19
APP4142,User558,User558@example.com,AI Bootcamp,2024-11-19
APP6470,User204,User204@example.com,AI Bootcamp,2024-11-21
APP3968,User718,User718@example.com,Data Science 101,2024-11-23
APP5146,User771,User771@example.com,Python Basics,2024-11-16
APP2187,User899,User899@example.com,Data Science 101,2024-11-04
APP9275,User381,User381@example.com,Python Basics,2024-10-30
APP9882,User778,User778@example.com,AI Bootcamp,2024-11-03
APP6699,User688,User688@example.com,Data Science 101,2024-10-31
APP2621,User835,User835@example.com,AI Bootcamp,2024-11-23
APP5925,User219,User219@example.com,AI Bootcamp,2024-11-12
APP4484,User926,User926@example.com,Python Basics,2024-11-18
APP6940,User583,User583@example.com,Data Science 101,2024-11-02
APP9753,User166,User166@example.com,Data Science 101,2024-11-10
APP6209,User845,User845@example.com,Python Basics,2024-11-08
APP9745,User739,User739@example.com,Python Basics,2024-10-29
APP5726,User219,User219@example.com,AI Bootcamp,2024-10-31
APP3183,User567,User567@example.com,Python Basics,2024-11-10
APP4700,User851,User851@example.com,Python Basics,2024-11-23
APP1439,User134,User134@example.com,Python Basics,2024-11-07
APP3135,User879,User879@example.com,Python Basics,2024-11-21
APP5788,User464,User464@example.com,Python Basics,2024-11-11
APP1055,User782,User782@example.com,Python Basics,2024-11-24
APP6696,User518,User518@example.com,AI Bootcamp,2024-10-31
APP4543,User955,User955@example.com,AI Bootcamp,2024-10-30
APP9598,User663,User663@example.com,Data Science 101,2024-10-29
APP4183,User868,User868@example.com,Data Science 101,2024-11-10
APP4314,User636,User636@example.com,Python Basics,2024-10-31
APP4704,User343,User343@example.com,Python Basics,2024-11-18
APP5951,User685,User685@example.com,Python Basics,2024-11-17
APP6982,User882,User882@example.com,AI Bootcamp,2024-11-19
APP5196,User530,User530@example.com,Python Basics,2024-10-29
APP5127,User869,User869@example.com,AI Bootcamp,2024-11-12
APP6731,User291,User291@example.com,Data Science 101,2024-11-11
APP5698,User413,User413@example.com,Python Basics,2024-11-23
