Application ID,Name,Email,Cohort,Submission Date
APP3958,User416,User416@example.com,Python Basics,2024-10-30
APP3481,User587,User587@example.com,Python Basics,2024-11-03
APP9145,User945,User945@example.com,AI Bootcamp,2024-11-06
APP6721,User384,User384@example.com,Data Science 101,2024-11-18
APP5203,User657,User657@example.com,Data Science 101,2024-11-18
APP9938,User627,User627@example.com,AI Bootcamp,2024-11-08
APP5046,User501,User501@example.com,Python Basics,2024-11-01
APP2766,User258,User258@example.com,Data Science 101,2024-11-05
APP9042,User685,User685@example.com,Data Science 101,2024-11-03
APP4765,User309,User309@example.com,AI Bootcamp,2024-10-26
APP9305,User144,User144@example.com,Python Basics,2024-11-05
APP9346,User925,User925@example.com,Python Basics,2024-11-23
APP2975,User930,User930@example.com,Data Science 101,2024-11-23
APP7159,User475,User475@example.com,Python Basics,2024-11-16
APP3937,User369,User369@example.com,AI Bootcamp,2024-10-29
APP7899,User894,User894@example.com,AI Bootcamp,2024-11-16
APP5898,User971,User971@example.com,Python Basics,2024-10-29
APP9332,User282,User282@example.com,Python Basics,2024-10-26
APP4853,User502,User502@example.com,Python Basics,2024-11-06
APP9652,User269,User269@example.com,AI Bootcamp,2024-10-26
APP5708,User547,User547@example.com,AI Bootcamp,2024-11-15
APP4959,User772,User772@example.com,Python Basics,2024-11-19
APP7006,User477,User477@example.com,Python Basics,2024-11-10
APP5658,User294,User294@example.com,Python Basics,2024-11-19
APP5503,User901,User901@example.com,Data Science 101,2024-11-12
APP3172,User207,User207@example.com,AI Bootcamp,2024-11-10
APP9929,User869,User869@example.com,AI Bootcamp,2024-11-04
APP3415,User131,User131@example.com,Data Science 101,2024-10-30
APP6902,User596,User596@example.com,Data Science 101,2024-11-21
APP1859,User360,User360@example.com,AI Bootcamp,2024-11-13
APP1474,User674,User674@example.com,Python Basics,2024-10-27
APP3043,User377,User377@example.com,Python Basics,2024-11-10
APP8311,User282,User282@example.com,Data Science 101,2024-11-24
APP3208,User308,User308@example.com,AI Bootcamp,2024-11-16
APP1501,User278,User278@example.com,Data Science 101,2024-11-16
APP2797,User271,User271@example.com,Python Basics,2024-11-07
APP3294,User669,User669@example.com,AI Bootcamp,2024-11-05
APP1240,User305,User305@example.com,AI Bootcamp,2024-11-03
APP2156,User988,User988@example.com,Data Science 101,2024-11-11
APP8692,User647,User647@example.com,Python Basics,2024-11-12
APP6127,User578,User578@example.com,AI Bootcamp,2024-11-13
APP3906,User427,User427@example.com,Python Basics,2024-11-24
APP2134,User266,User266@example.com,Data Science 101,2024-11-20
APP7463,User356,User356@example.com,Data Science 101,2024-11-22
APP7281,User479,User479@example.com,Python Basics,2024-11-01
APP5127,User989,User989@example.com,Python Basics,2024-11-17
APP8840,User744,User744@example.com,Data Science 101,2024-11-11
APP9358,User471,User471@example.com,AI Bootcamp,2024-11-04
APP5727,User860,User860@example.com,Data Science 101,2024-11-08
APP6727,User868,User868@example.com,Python Basics,2024-11-15
APP3932,User902,User902@example.com,Python Basics,2024-11-11
APP9951,User194,User194@example.com,Data Science 101,2024-10-31
APP6793,User613,User613@example.com,Data Science 101,2024-10-27
APP6540,User306,User306@example.com,Data Science 101,2024-10-30
APP8723,User104,User104@example.com,Python Basics,2024-11-20
APP5537,User122,User122@example.com,Python Basics,2024-11-13
APP7638,User567,User567@example.com,Python Basics,2024-11-07
APP2113,User746,User746@example.com,AI Bootcamp,2024-11-12
APP8956,User399,User399@example.com,Python Basics,2024-10-27
APP1590,User270,User270@example.com,Data Science 101,2024-11-12
APP5129,User224,User224@example.com,Python Basics,2024-10-28
APP8546,User749,User749@example.com,Python Basics,2024-11-12
APP7950,User634,User634@example.com,Data Science 101,2024-11-20
APP1859,User256,User256@example.com,Data Science 101,2024-11-03
APP3961,User782,User782@example.com,Python Basics,2024-10-28
APP4620,User801,User801@example.com,AI Bootcamp,2024-11-10
APP3374,User711,User711@example.com,Data Science 101,2024-11-16
APP2964,User275,User275@example.com,AI Bootcamp,2024-10-27
APP2329,User161,User161@example.com,AI Bootcamp,2024-11-09
APP4345,User796,User796@example.com,AI Bootcamp,2024-11-05
APP9095,User326,User326@example.com,Python Basics,2024-11-02
APP3563,User154,User154@example.com,Data Science 101,2024-11-02
APP9727,User830,User830@example.com,Data Science 101,2024-11-21
APP8781,User444,User444@example.com,Data Science 101,2024-11-24
APP8212,User346,User346@example.com,AI Bootcamp,2024-11-04
APP2074,User103,User103@example.com,Data Science 101,2024-10-29
APP8479,User649,User649@example.com,AI Bootcamp,2024-11-17
APP7510,User437,User437@example.com,Data Science 101,2024-10-29
APP3117,User739,User739@example.com,Data Science 101,2024-11-07
APP1374,User505,User505@example.com,AI Bootcamp,2024-11-24
APP5857,User436,User436@example.com,Python Basics,2024-11-07
APP8069,User592,User592@example.com,Data Science 101,2024-11-11
APP6508,User297,User297@example.com,Data Science 101,2024-11-15
APP7563,User683,User683@example.com,Data Science 101,2024-11-07
APP9285,User563,User563@example.com,AI Bootcamp,2024-11-17
APP2717,User204,User204@example.com,AI Bootcamp,2024-11-04
APP6371,User179,User179@example.com,Python Basics,2024-10-26
APP2553,User149,User149@example.com,Data Science 101,2024-11-24
APP2212,User631,User631@example.com,Python Basics,2024-11-03
APP4356,User133,User133@example.com,Python Basics,2024-11-01
APP6302,User116,User116@example.com,Data Science 101,2024-11-22
APP5815,User311,User311@example.com,AI Bootcamp,2024-10-30
APP2333,User769,User769@example.com,Data Science 101,2024-11-14
APP7380,User133,User133@example.com,Data Science 101,2024-11-12
APP3543,User504,User504@example.com,Data Science 101,2024-11-14
APP2281,User417,User417@example.com,Data Science 101,2024-11-17
APP8736,User882,User882@example.com,Data Science 101,2024-11-14
APP9438,User970,User970@example.com,Data Science 101,2024-11-01
APP8073,User574,User574@example.com,AI Bootcamp,2024-11-18
APP6399,User204,User204@example.com,AI Bootcamp,2024-11-20
APP7269,User254,User254@example.com,Python Basics,2024-11-18
APP7140,User457,User457@example.com,AI Bootcamp,2024-11-09
APP1319,User132,User132@example.com,Data Science 101,2024-11-12
APP3138,User417,User417@example.com,Data Science 101,2024-11-12
APP2730,User344,User344@example.com,Python Basics,2024-11-17
APP5692,User235,User235@example.com,Python Basics,2024-11-14
APP3889,User331,User331@example.com,Data Science 101,2024-11-04
APP4939,User513,User513@example.com,Python Basics,2024-10-29
APP8476,User155,User155@example.com,Data Science 101,2024-11-17
APP7845,User806,User806@example.com,Python Basics,2024-10-29
APP6207,User805,User805@example.com,Data Science 101,2024-11-09
APP5000,User837,User837@example.com,Data Science 101,2024-11-11
APP5531,User730,User730@example.com,AI Bootcamp,2024-11-23
APP4721,User278,User278@example.com,AI Bootcamp,2024-11-17
APP6111,User663,User663@example.com,Data Science 101,2024-11-15
APP8064,User341,User341@example.com,AI Bootcamp,2024-11-22
APP1651,User830,User830@example.com,Data Science 101,2024-11-21
APP5483,User973,User973@example.com,Python Basics,2024-11-03
APP8636,User514,User514@example.com,Data Science 101,2024-11-06
APP4112,User798,User798@example.com,Python Basics,2024-11-20
APP8626,User383,User383@example.com,Data Science 101,2024-11-18
APP3476,User605,User605@example.com,Data Science 101,2024-11-04
APP5230,User700,User700@example.com,AI Bootcamp,2024-11-18
APP8311,User674,User674@example.com,Data Science 101,2024-11-15
APP5921,User146,User146@example.com,Data Science 101,2024-11-17
APP8741,User330,User330@example.com,Python Basics,2024-11-21
APP1009,User547,User547@example.com,AI Bootcamp,2024-11-13
APP8272,User587,User587@example.com,Data Science 101,2024-11-14
APP3028,User480,User480@example.com,AI Bootcamp,2024-11-07
APP3261,User793,User793@example.com,Python Basics,2024-11-23
APP8452,User489,User489@example.com,Data Science 101,2024-11-07
APP7754,User595,User595@example.com,AI Bootcamp,2024-11-02
APP3199,User445,User445@example.com,Python Basics,2024-11-12
APP4503,User370,User370@example.com,Data Science 101,2024-10-29
APP6325,User166,User166@example.com,AI Bootcamp,2024-11-12
APP5001,User242,User242@example.com,AI Bootcamp,2024-11-02
APP8789,User958,User958@example.com,Python Basics,2024-11-03
APP5864,User690,User690@example.com,Data Science 101,2024-10-26
APP8461,User998,User998@example.com,AI Bootcamp,2024-11-06
APP6133,User639,User639@example.com,AI Bootcamp,2024-11-14
APP5627,User252,User252@example.com,Python Basics,2024-11-17
APP6951,User958,User958@example.com,Data Science 101,2024-11-13
APP9469,User461,User461@example.com,Python Basics,2024-11-11
APP6988,User824,User824@example.com,Data Science 101,2024-10-28
APP8317,User562,User562@example.com,AI Bootcamp,2024-11-01
APP9401,User121,User121@example.com,Data Science 101,2024-11-14
APP6272,User549,User549@example.com,Python Basics,2024-11-17
APP5882,User207,User207@example.com,Data Science 101,2024-11-12
APP5681,User787,User787@example.com,Python Basics,2024-11-03
APP8267,User600,User600@example.com,AI Bootcamp,2024-11-24
APP9684,User305,User305@example.com,AI Bootcamp,2024-10-26
APP9528,User769,User769@example.com,AI Bootcamp,2024-11-20
APP5413,User756,User756@example.com,AI Bootcamp,2024-11-02
APP2567,User606,User606@example.com,Python Basics,2024-10-28
APP7098,User845,User845@example.com,Data Science 101,2024-11-10
APP7957,User818,User818@example.com,Data Science 101,2024-11-12
APP5742,User111,User111@example.com,AI Bootcamp,2024-11-15
APP9636,User992,User992@example.com,Data Science 101,2024-11-15
APP4961,User770,User770@example.com,Data Science 101,2024-11-05
APP4028,User789,User789@example.com,AI Bootcamp,2024-10-31
APP3047,User322,User322@example.com,Python Basics,2024-10-31
APP5256,User845,User845@example.com,Data Science 101,2024-11-23
APP7163,User316,User316@example.com,Data Science 101,2024-11-01
APP3188,User736,User736@example.com,Python Basics,2024-10-27
APP9811,User299,User299@example.com,AI Bootcamp,2024-11-11
APP1502,User932,User932@example.com,AI Bootcamp,2024-11-13
APP2780,User555,User555@example.com,AI Bootcamp,2024-11-01
APP7942,User843,User843@example.com,Data Science 101,2024-10-26
APP8025,User428,User428@example.com,Data Science 101,2024-10-30
APP4234,User333,User333@example.com,AI Bootcamp,2024-11-04
APP3361,User272,User272@example.com,AI Bootcamp,2024-11-21
APP5072,User977,User977@example.com,AI Bootcamp,2024-11-10
APP9108,User910,User910@example.com,Python Basics,2024-11-24
APP7486,User901,User901@example.com,Python Basics,2024-11-15
APP3120,User995,User995@example.com,Python Basics,2024-11-08
APP7024,User951,User951@example.com,Data Science 101,2024-11-20
APP4772,User994,User994@example.com,AI Bootcamp,2024-11-18
APP7896,User693,User693@example.com,AI Bootcamp,2024-11-23
APP7451,User501,User501@example.com,Python Basics,2024-11-22
APP7699,User590,User590@example.com,Data Science 101,2024-11-02
APP6868,User510,User510@example.com,Python Basics,2024-11-01
APP5029,User504,User504@example.com,Python Basics,2024-10-31
APP5533,User397,User397@example.com,Python Basics,2024-10-29
APP1258,User792,User792@example.com,Python Basics,2024-10-27
APP6891,User753,User753@example.com,AI Bootcamp,2024-11-21
APP6735,User592,User592@example.com,Python Basics,2024-11-23
APP5039,User652,User652@example.com,Python Basics,2024-11-17
APP6525,User297,User297@example.com,Data Science 101,2024-10-29
APP4125,User526,User526@example.com,Python Basics,2024-10-31
APP8153,User829,User829@example.com,Python Basics,2024-11-19
APP6389,User966,User966@example.com,AI Bootcamp,2024-10-30
APP5977,User905,User905@example.com,AI Bootcamp,2024-11-22
APP2650,User661,User661@example.com,Python Basics,2024-11-02
APP2095,User739,User739@example.com,Python Basics,2024-11-23
APP5445,User974,User974@example.com,Python Basics,2024-11-16
APP9440,User651,User651@example.com,AI Bootcamp,2024-11-04
APP1850,User353,User353@example.com,Data Science 101,2024-10-27
APP3576,User818,User818@example.com,Data Science 101,2024-11-10
APP1346,User130,User130@example.com,Python Basics,2024-11-23
APP6271,User107,User107@example.com,Python Basics,2024-11-02
APP3229,User573,User573@example.com,AI Bootcamp,2024-10-30
APP1108,User491,User491@example.com,Data Science 101,2024-11-05
APP8825,User647,User647@example.com,Data Science 101,2024-11-04
APP4361,User339,User339@example.com,Python Basics,2024-10-28
APP5718,User888,User888@example.com,Data Science 101,2024-11-08
APP5754,User672,User672@example.com,Python Basics,2024-10-30
APP2163,User801,User801@example.com,Python Basics,2024-11-09
APP8977,User436,User436@example.com,Python Basics,2024-10-29
APP1886,User239,User239@example.com,AI Bootcamp,2024-11-07
APP9802,User898,User898@example.com,Python Basics,2024-11-16
APP8553,User453,User453@example.com,Data Science 101,2024-11-24
APP4773,User505,User505@example.com,Python Basics,2024-11-20
APP3120,User682,User682@example.com,AI Bootcamp,2024-10-30
APP5640,User418,User418@example.com,Python Basics,2024-10-26
APP3239,User186,User186@example.com,Python Basics,2024-11-17
APP7771,User598,User598@example.com,Data Science 101,2024-11-11
APP4794,User621,User621@example.com,Data Science 101,2024-11-08
APP4469,User247,User247@example.com,Data Science 101,2024-10-29
APP1296,User844,User844@example.com,AI Bootcamp,2024-11-24
APP6360,User281,User281@example.com,Python Basics,2024-11-14
APP9394,User341,User341@example.com,AI Bootcamp,2024-10-26
APP9743,User967,User967@example.com,Data Science 101,2024-11-06
APP7842,User803,User803@example.com,Python Basics,2024-11-23
APP4661,User824,User824@example.com,Python Basics,2024-10-28
APP7029,User404,User404@example.com,AI Bootcamp,2024-10-28
APP1510,User462,User462@example.com,Python Basics,2024-11-24
APP5991,User284,User284@example.com,Python Basics,2024-11-15
APP9414,User435,User435@example.com,AI Bootcamp,2024-11-09
APP7973,User127,User127@example.com,Data Science 101,2024-11-19
APP6897,User686,User686@example.com,Data Science 101,2024-11-13
APP1565,User974,User974@example.com,Python Basics,2024-11-13
APP3332,User581,User581@example.com,AI Bootcamp,2024-11-18
APP6402,User872,User872@example.com,Data Science 101,2024-11-12
APP4338,User149,User149@example.com,Python Basics,2024-11-07
APP4491,User833,User833@example.com,AI Bootcamp,2024-11-18
APP4133,User848,User848@example.com,Data Science 101,2024-10-27
APP1445,User540,User540@example.com,Data Science 101,2024-11-22
APP2622,User908,User908@example.com,Python Basics,2024-11-22
APP6204,User190,User190@example.com,Data Science 101,2024-11-03
APP7878,User667,User667@example.com,Data Science 101,2024-11-13
APP9451,User376,User376@example.com,Data Science 101,2024-11-10
APP2346,User959,User959@example.com,Python Basics,2024-11-14
APP6230,User759,User759@example.com,Python Basics,2024-11-22
APP7190,User985,User985@example.com,AI Bootcamp,2024-11-19
APP2108,User447,User447@example.com,AI Bootcamp,2024-11-21
APP6449,User678,User678@example.com,Data Science 101,2024-11-13
APP7646,User116,User116@example.com,Data Science 101,2024-11-05
APP8014,User570,User570@example.com,Python Basics,2024-10-26
APP8291,User132,User132@example.com,Data Science 101,2024-11-21
APP8311,User627,User627@example.com,Python Basics,2024-10-30
APP6930,User338,User338@example.com,Python Basics,2024-11-05
APP4204,User871,User871@example.com,AI Bootcamp,2024-11-16
APP6298,User163,User163@example.com,Python Basics,2024-10-31
APP5964,User807,User807@example.com,AI Bootcamp,2024-11-04
APP8826,User165,User165@example.com,AI Bootcamp,2024-11-23
APP8070,User255,User255@example.com,Data Science 101,2024-11-17
APP4878,User189,User189@example.com,Python Basics,2024-11-10
APP6305,User722,User722@example.com,AI Bootcamp,2024-11-21
APP5197,User633,User633@example.com,AI Bootcamp,2024-11-19
APP7019,User722,User722@example.com,Data Science 101,2024-11-10
APP4241,User656,User656@example.com,Data Science 101,2024-10-29
APP4980,User245,User245@example.com,Python Basics,2024-10-30
APP8087,User341,User341@example.com,Python Basics,2024-11-20
APP8299,User591,User591@example.com,Python Basics,2024-11-19
APP1132,User415,User415@example.com,AI Bootcamp,2024-11-22
APP1457,User331,User331@example.com,Data Science 101,2024-10-27
APP3394,User422,User422@example.com,Python Basics,2024-11-24
APP1411,User704,User704@example.com,AI Bootcamp,2024-11-06
APP7879,User868,User868@example.com,Python Basics,2024-10-26
APP7862,User716,User716@example.com,AI Bootcamp,2024-10-31
APP1144,User922,User922@example.com,AI Bootcamp,2024-11-04
APP2854,User951,User951@example.com,AI Bootcamp,2024-10-29
APP7179,User807,User807@example.com,Data Science 101,2024-10-31
APP4618,User129,User129@example.com,Data Science 101,2024-11-21
APP9098,User172,User172@example.com,AI Bootcamp,2024-10-30
APP7623,User455,User455@example.com,AI Bootcamp,2024-11-18
APP9824,User554,User554@example.com,Python Basics,2024-10-29
APP8215,User792,User792@example.com,Data Science 101,2024-11-09
APP6782,User889,User889@example.com,AI Bootcamp,2024-10-26
APP3265,User278,User278@example.com,AI Bootcamp,2024-10-29
APP3184,User214,User214@example.com,Python Basics,2024-11-24
APP4341,User371,User371@example.com,AI Bootcamp,2024-11-15
APP8707,User425,User425@example.com,AI Bootcamp,2024-11-21
APP5603,User476,User476@example.com,AI Bootcamp,2024-10-29
APP2023,User335,User335@example.com,Python Basics,2024-11-09
APP1672,User330,User330@example.com,Python Basics,2024-11-08
APP4490,User193,User193@example.com,AI Bootcamp,2024-10-31
APP8416,User823,User823@example.com,Python Basics,2024-11-12
APP8708,User277,User277@example.com,Python Basics,2024-11-12
APP5751,User973,User973@example.com,Data Science 101,2024-11-01
APP9447,User185,User185@example.com,AI Bootcamp,2024-11-03
APP8386,User300,User300@example.com,Data Science 101,2024-11-15
APP5367,User521,User521@example.com,Python Basics,2024-11-10
APP1570,User243,User243@example.com,AI Bootcamp,2024-11-11
APP3393,User716,User716@example.com,Data Science 101,2024-11-23
APP1234,User542,User542@example.com,Python Basics,2024-11-20
APP4267,User636,User636@example.com,Python Basics,2024-10-28
APP6531,User771,User771@example.com,Python Basics,2024-11-01
APP1974,User499,User499@example.com,Data Science 101,2024-11-07
APP8358,User176,User176@example.com,Python Basics,2024-10-31
APP3667,User334,User334@example.com,AI Bootcamp,2024-10-28
APP7960,User459,User459@example.com,AI Bootcamp,2024-11-16
APP2354,User902,User902@example.com,Data Science 101,2024-11-13
APP8675,User680,User680@example.com,Data Science 101,2024-11-17
APP7589,User384,User384@example.com,Data Science 101,2024-10-28
APP5505,User124,User124@example.com,Python Basics,2024-11-19
APP9889,User751,User751@example.com,AI Bootcamp,2024-11-23
APP7623,User677,User677@example.com,Python Basics,2024-11-09
APP6872,User297,User297@example.com,AI Bootcamp,2024-10-31
APP9649,User453,User453@example.com,Python Basics,2024-11-22
APP7684,User628,User628@example.com,Python Basics,2024-11-07
APP6541,User927,User927@example.com,AI Bootcamp,2024-11-08
APP9566,User977,User977@example.com,Data Science 101,2024-10-27
APP2362,User380,User380@example.com,Data Science 101,2024-11-07
APP5134,User985,User985@example.com,AI Bootcamp,2024-11-04
APP6278,User717,User717@example.com,Data Science 101,2024-10-29
APP7507,User661,User661@example.com,AI Bootcamp,2024-11-13
APP1480,User715,User715@example.com,AI Bootcamp,2024-11-23
APP8948,User349,User349@example.com,Python Basics,2024-11-18
APP5776,User577,User577@example.com,Data Science 101,2024-10-26
APP8990,User955,User955@example.com,Python Basics,2024-11-21
APP4514,User969,User969@example.com,AI Bootcamp,2024-11-05
APP5371,User519,User519@example.com,Python Basics,2024-11-01
APP2911,User516,User516@example.com,Python Basics,2024-11-04
APP1548,User149,User149@example.com,Python Basics,2024-11-16
APP6462,User423,User423@example.com,AI Bootcamp,2024-11-13
APP6114,User383,User383@example.com,AI Bootcamp,2024-11-17
APP1916,User358,User358@example.com,AI Bootcamp,2024-11-01
APP6920,User252,User252@example.com,Data Science 101,2024-11-24
APP1448,User228,User228@example.com,Python Basics,2024-11-11
APP4996,User776,User776@example.com,Python Basics,2024-10-30
APP3565,User779,User779@example.com,Python Basics,2024-11-22
APP8576,User528,User528@example.com,Data Science 101,2024-10-29
APP9025,User205,User205@example.com,Python Basics,2024-11-18
APP3941,User975,User975@example.com,AI Bootcamp,2024-11-20
APP2215,User496,User496@example.com,Python Basics,2024-11-17
APP1198,User407,User407@example.com,AI Bootcamp,2024-10-27
APP2688,User305,User305@example.com,Data Science 101,2024-11-17
APP6959,User522,User522@example.com,Data Science 101,2024-11-11
APP8384,User496,User496@example.com,Python Basics,2024-11-02
APP4142,User924,User924@example.com,Python Basics,2024-11-20
APP8346,User902,User902@example.com,Python Basics,2024-11-01
APP6947,User910,User910@example.com,Python Basics,2024-11-06
APP4128,User472,User472@example.com,Data Science 101,2024-11-10
APP2898,User133,User133@example.com,Data Science 101,2024-11-06
APP9632,User109,User109@example.com,Data Science 101,2024-10-30
APP7580,User274,User274@example.com,Data Science 101,2024-11-03
APP1537,User847,User847@example.com,Data Science 101,2024-10-31
APP2490,User220,User220@example.com,AI Bootcamp,2024-11-17
APP4927,User728,User728@example.com,Python Basics,2024-11-14
APP8211,User908,User908@example.com,AI Bootcamp,2024-11-05
APP9228,User787,User787@example.com,Data Science 101,2024-11-10
APP4640,User645,User645@example.com,AI Bootcamp,2024-11-21
APP6867,User841,User841@example.com,Data Science 101,2024-11-11
APP2899,User105,User105@example.com,Data Science 101,2024-11-17
APP7187,User278,User278@example.com,Python Basics,2024-11-07
APP1062,User581,User581@example.com,AI Bootcamp,2024-11-07
APP1836,User968,User968@example.com,AI Bootcamp,2024-11-24
APP4462,User210,User210@example.com,AI Bootcamp,2024-10-30
APP7351,User822,User822@example.com,Python Basics,2024-11-04
